"individual.local.identifier","timestamp","COV.x.x","COV.y.y","COV.x.y","location.long","location.lat"
"SG-001","2018-02-02 20:36:00",170.941170738098,1625.17353017624,98.2542591280331,-122.217973477428,44.2036926559233
"SG-003","2018-02-03 21:08:00",340.558712469122,1736.81955677191,185.923494605113,-122.218228783849,44.2228275157438
"SG-005","2018-02-03 21:39:00",472.360415557253,3648.73974563419,550.949621507737,-122.237629459507,44.2211973449393
"SG-001","2018-02-03 22:19:00",804.371400581041,660.117976201226,-238.328453515192,-122.231763501393,44.1752281519675
"SG-001","2018-02-05 21:08:00",8206.22664849582,12430.3746201996,5839.50345776311,-122.218417586661,44.2058289068652
"SG-002","2018-02-05 22:10:00",1074.39319566394,3060.76026121712,1436.03192102133,-122.194407732701,44.2193284841878
"SG-003","2018-02-05 22:18:00",0,0,0,-122.20273921553,44.2178077200305
"SG-005","2018-02-05 22:53:00",1433.91641417075,1658.74697405676,-783.127119733363,-122.236659036407,44.2260512800936
"SG-002","2018-02-06 20:45:00",47.2288387049224,711.387197027586,65.3211916341165,-122.199887029933,44.216846227723
"SG-005","2018-02-06 21:53:00",148.73262072712,191.160224339445,5.62576963965517,-122.235608677299,44.2153126531666
"SG-001","2018-02-06 22:34:00",19.7226789376007,27.7796272085849,12.5463721962638,-122.225941674983,44.1892540605309
"SG-001","2018-02-07 20:41:00",2938.40451860287,2377.62059140069,-354.079947458049,-122.226697048091,44.1864506777816
"SG-005","2018-02-07 21:55:00",1565.99287047009,6201.5335440062,1518.7952698475,-122.235371303725,44.2153021040013
"SG-002","2018-02-07 22:43:00",13.6728244572384,42.9987444759756,15.0588128396711,-122.199764726758,44.2268016067912
"SG-008","2018-02-09 11:30:00",1,1,0,-122.181822759811,44.253278468414
"SG-005","2018-02-11 21:44:00",1.7610434214542,30.6814615858175,4.55202209706245,-122.227450208407,44.2209832341563
"SG-001","2018-02-11 22:48:00",5.92535354169714,438.220877466159,-10.843942812871,-122.228877721591,44.2015205296544
"SG-008","2018-02-12 11:36:00",97.6829858755694,28.9937371790304,31.5755369043473,-122.193485048857,44.2533980957242
"SG-001","2018-02-12 20:50:00",1.30131577963193,7.68228490128039,-1.26133888161962,-122.22695174116,44.2040932736667
"SG-008","2018-02-13 00:38:00",1,1,0,-122.191337023758,44.256434276811
"SG-001","2018-02-15 21:15:00",36911.5624885299,7274.74798572988,-11760.2831210036,-122.214996533683,44.1964725549331
"SG-003","2018-03-12 13:51:00",0,0,0,-122.228898787819,44.24162283762
"SG-003","2018-03-13 11:25:00",26118.0856787251,7257.88792377873,-6554.16895156987,-122.235897685276,44.2407256097845
"SG-003","2018-03-19 17:17:00",1,1,0,-122.263693923305,44.220163897057
"SG-003","2018-03-23 09:40:00",1,1,0,-122.214769125657,44.2295614449306
"SG-003","2018-03-24 09:30:00",1,1,0,-122.214569762578,44.2294880493375
"SG-003","2018-03-25 10:01:00",1,1,0,-122.214569762578,44.2294880493375
"SG-009","2018-03-25 10:01:00",1,1,0,-122.214769125657,44.2295614449306
"SG-003","2018-03-27 10:08:00",1,1,0,-122.214569762578,44.2294880493375
"SG-003","2018-03-28 09:00:00",1,1,0,-122.218559105556,44.2279668724265
"SG-003","2018-03-29 09:00:00",1,1,0,-122.218559105556,44.2279668724265
"SG-009","2018-03-29 09:00:00",1,1,0,-122.214769125657,44.2295614449306
"SG-003","2018-03-30 09:00:00",1,1,0,-122.218559105556,44.2279668724265
"SG-009","2018-04-02 13:20:00",108.876958556226,314.404575658672,46.0400650740427,-122.228249186513,44.223491254773
"SG-003","2018-04-02 21:25:00",1,1,0,-122.218253270009,44.2283699204407
"SG-003","2018-04-03 09:00:00",1,1,0,-122.226697622397,44.2270139070993
"SG-009","2018-04-04 09:00:00",1,1,0,-122.21971639176,44.2275606396701
"SG-009","2018-04-10 19:45:00",1,1,0,-122.235694258301,44.2226179069201
"SG-008","2018-04-15 09:00:00",1,1,0,-122.18856797367,44.2510127900655
"SG-010","2018-04-16 09:56:00",1,1,0,-122.203167393616,44.2384392035944
"SG-009","2018-04-16 20:52:00",1,1,0,-122.207253309033,44.2307249545874
"SG-008","2018-04-17 09:00:00",1,1,0,-122.181822759811,44.253278468414
"SG-010","2018-04-17 09:00:00",1,1,0,-122.207493509935,44.2352191765004
"SG-009","2018-04-17 09:00:00",1,1,0,-122.225121205944,44.2164245405982
"SG-008","2018-04-18 09:00:00",1,1,0,-122.181822759811,44.253278468414
"SG-009","2018-04-18 09:00:00",1,1,0,-122.225121205944,44.2164245405982
"SG-011","2018-04-18 09:45:00",1,1,0,-122.219972915117,44.2166685991857
"SG-001","2018-04-18 21:24:00",1,1,0,-122.220025723073,44.1974922340623
"SG-008","2018-04-19 09:00:00",1,1,0,-122.182693286384,44.251925234626
"SG-009","2018-04-19 09:00:00",1,1,0,-122.225121205944,44.2164245405982
"SG-011","2018-04-19 09:00:00",1,1,0,-122.222658022532,44.2162007330285
"SG-008","2018-04-20 09:00:00",1,1,0,-122.182693286384,44.251925234626
"SG-011","2018-04-20 09:00:00",1,1,0,-122.222945423602,44.2133847037766
"SG-006","2018-04-20 10:30:00",1,1,0,-122.215429858294,44.2128111499537
"SG-001","2018-04-21 01:48:00",1,1,0,-122.213615399622,44.2042996952101
"SG-010","2018-04-21 09:00:00",1,1,0,-122.205703869738,44.2360710450608
"SG-011","2018-04-21 09:00:00",1,1,0,-122.228045871482,44.2139054552329
"SG-006","2018-04-21 09:00:00",1,1,0,-122.228547306636,44.2128914869504
"SG-010","2018-04-22 09:00:00",1,1,0,-122.203167393616,44.2384392035944
"SG-009","2018-04-22 22:35:00",1,1,0,-122.226081117079,44.2215088186942
"SG-006","2018-04-22 22:45:00",1,1,0,-122.229571518739,44.2111427848827
"SG-006","2018-04-23 09:00:00",1,1,0,-122.222658022532,44.2162007330285
"SG-011","2018-04-23 09:00:00",1,1,0,-122.228874082826,44.211831321627
"SG-009","2018-04-23 21:04:00",1,1,0,-122.215511479998,44.2302327765487
"SG-008","2018-04-23 21:24:00",1,1,0,-122.185585180942,44.2593014061466
"SG-011","2018-04-24 20:06:00",1,1,0,-122.209594381707,44.2157869754433
"SG-008","2018-04-24 20:35:00",1,1,0,-122.17891795042,44.2603880628982
"SG-006","2018-04-24 21:46:00",1,1,0,-122.228503938177,44.2142956851502
"SG-009","2018-04-24 22:10:00",1,1,0,-122.207353954587,44.2306896405326
"SG-010","2018-04-25 20:06:00",1,1,0,-122.179867526304,44.2659767868449
"SG-008","2018-04-25 23:00:00",1,1,0,-122.179041210875,44.2605329980031
"SG-001","2018-04-25 23:20:00",1,1,0,-122.225929089495,44.1996661405651
"SG-006","2018-04-26 22:14:00",1,1,0,-122.239243945524,44.1890418063375
"SG-011","2018-04-27 19:52:00",1,1,0,-122.231680158302,44.200110108863
"SG-001","2018-04-27 22:24:00",1,1,0,-122.223653056151,44.1966796483491
"SG-001","2018-04-28 19:00:00",1,1,0,-122.223653056151,44.1966796483491
"SG-011","2018-04-28 19:00:00",1,1,0,-122.231680158302,44.200110108863
"SG-010","2018-04-28 19:05:00",1,1,0,-122.179967372231,44.2660045128739
"SG-006","2018-04-28 20:34:00",1,1,0,-122.233309646686,44.1999139840585
"SG-008","2018-04-28 23:01:00",1,1,0,-122.19444583137,44.2581128093643
"SG-010","2018-05-03 22:59:00",52158693.6730959,701685670.269912,-189559634.334035,-122.193882519339,44.293995781082
"SG-009","2018-05-04 00:04:00",0,0,0,-122.217409921381,44.2341705346661
"SG-008","2018-05-05 00:07:00",152419.999225769,39508.055206394,-57536.3763830483,-122.189590768016,44.2790106669255
"SG-011","2018-05-05 20:33:00",2360502.67079842,390047.917087574,-907840.332409079,-122.209720214155,44.1826259966412
"SG-001","2018-05-05 21:41:00",44.6386166293095,175.029856464156,44.4792043644047,-122.225141941499,44.1991035133636
"SG-011","2018-05-05 21:54:00",1505029.11424177,1213249.96289127,-1216939.1349267,-122.240224211914,44.1946585783223
"SG-006","2018-05-05 22:29:00",158666.682386767,2314870.65683636,-341506.7833513,-122.241793094752,44.2004760034525
"SG-009","2018-05-05 23:04:00",64.8018184379649,19.0515933630784,-13.8230477903849,-122.233136860712,44.2264150273077
"SG-010","2018-05-05 23:43:00",0,0,0,-122.208596760904,44.279907486909
"SG-010","2018-05-06 21:46:00",705.794405949535,351.249073762417,410.531601808205,-122.185205467292,44.276942643198
"SG-009","2018-05-06 22:30:00",150.566373034656,647.703794233847,221.69921052925,-122.222761899993,44.2321937571927
"SG-006","2018-05-06 23:53:00",503.931874119113,1511.18325422084,215.122050820991,-122.208452890249,44.2020033448909
"SG-001","2018-05-07 00:04:00",95.104409184941,121.948003152124,-20.591633014304,-122.222048833586,44.2053940663724
"SG-009","2018-05-07 21:37:00",1,1,0,-122.231612608085,44.221672204532
"SG-006","2018-05-08 22:27:00",1722.44295575532,9132.00168952152,1223.42718075835,-122.205087853186,44.2021143661181
"SG-011","2018-05-08 23:12:00",1207.38568984447,9494.65110934241,-269.784528341482,-122.274560369275,44.1737462518019
"SG-009","2018-05-09 21:25:00",1,1,0,-122.243869068993,44.2197282849385
"SG-008","2018-05-09 23:48:00",1,1,0,-122.195717089998,44.2567532996009
"SG-008","2018-05-10 00:44:00",496.982156064353,669.30868775103,477.012462307003,-122.198324286541,44.2497990498974
"SG-001_2","2018-05-10 01:19:00",0.111373569475773,0.111662026068289,-0.0636935533968917,-122.245787525863,44.2152101139778
"SG-008","2018-05-10 13:07:00",1321.95928362111,300.103420845219,-202.981900485687,-122.195723155623,44.2583812027012
"SG-001_2","2018-05-10 23:07:00",301.025403233377,230.778483530124,11.8640707898202,-122.24556519795,44.2150780635555
"SG-009","2018-05-10 23:37:00",527.48210496589,668.458495869524,-4.02259782088758,-122.242391021458,44.2202155121657
"SG-008","2018-05-12 00:11:00",2754.2667820454,959.022292540288,517.65088289535,-122.193919994638,44.2515560018375
"SG-006","2018-05-12 01:58:00",992569.197032626,714766.880555642,-775938.182675678,-122.220961252415,44.1695740726541
"SG-011","2018-05-12 21:51:00",24190.7304589387,12259.6017424832,4282.73359915006,-122.253456281299,44.1987240123079
"SG-010","2018-05-12 22:41:00",29172.1339166545,23744.830807213,1911.27793217193,-122.194753648642,44.2748913219694
"SG-008","2018-05-12 23:12:00",643.234191840184,141.770955357669,-159.499614027217,-122.18781963442,44.2755508014005
"SG-001_2","2018-05-12 23:41:00",107.980561333397,205.347642754061,-20.1790066720731,-122.237378512935,44.2252869333685
"SG-010","2018-05-13 00:08:00",779.174236885064,1675.86818679964,-558.815785496085,-122.195977081031,44.2717266373318
"SG-008","2018-05-13 00:30:00",1824.40032249081,215.012284085872,-61.0139556402523,-122.189970013881,44.2556368833426
"SG-009","2018-05-13 01:00:00",7584.3692084519,4171.27073387199,-2884.34105737273,-122.241268657107,44.2182807578937
"SG-001_2","2018-05-13 01:03:00",1297.3794954306,3891.19912413279,-1735.77886486225,-122.242061534746,44.2242149377497
"SG-009","2018-05-14 00:08:00",2327.56963318969,4130.50846811409,-362.479373846842,-122.241324648643,44.2194814346674
"SG-006","2018-05-14 00:42:00",318.188562816889,44.4316946307711,36.7337695631298,-122.235527611689,44.1925918705109
"SG-008","2018-05-14 22:08:00",52870.226604388,6172.2139603481,-9781.70751081566,-122.200629323375,44.2823153834479
"SG-010","2018-05-14 22:12:00",56544.4199192716,31218.9987524549,15058.7190609793,-122.186800057671,44.2731438334293
"SG-001_2","2018-05-14 23:14:00",2342.31202097565,5366.08992992123,-1408.3565555285,-122.239784884916,44.2268093173473
"SG-009","2018-05-14 23:17:00",16660.3911452048,18213.9693727858,-15753.6264620369,-122.238385484861,44.2345764725264
"SG-001_2","2018-05-15 10:18:00",1,1,0,-122.231989246339,44.23507138779
"SG-006","2018-05-15 22:28:00",77.1217368822892,158.980088620255,-7.96419487586131,-122.213717969933,44.2020295685257
"SG-008","2018-05-15 23:50:00",3.46626529098505,32.9672976576782,-10.5368428120615,-122.184243958036,44.2757333542562
"SG-006","2018-05-16 01:05:00",31.0579428775279,1410.63955134884,-94.3651094942351,-122.218136754403,44.1806008326555
"SG-008","2018-05-16 22:08:00",2675.00542045455,1405.03906577867,-1094.61475187725,-122.180743999686,44.2700224233502
"SG-009","2018-05-16 22:34:00",60.666841528254,84.7483627181049,-15.8817729399074,-122.211569978625,44.2307734163413
"SG-001_2","2018-05-16 23:20:00",208.811495313752,744.475716958258,-89.3929305736081,-122.236944830969,44.2276103176095
"SG-009","2018-05-17 00:30:00",160.654128281571,212.540623752718,-89.7707545307597,-122.221010619603,44.2300946332305
"SG-001_2","2018-05-17 00:54:00",1320.03673719017,4307.00445574031,-1283.45022330199,-122.231166126234,44.2287843854224
"SG-011","2018-05-17 01:17:00",739.099306986646,38.0830617945708,53.3193391385563,-122.249794471729,44.2156197356677
"SG-006","2018-05-17 21:50:00",48385.5403147352,11557.6259128122,-17312.7337881565,-122.270153133639,44.2102949886082
"SG-011","2018-05-17 22:16:00",4071.88697736324,4782.81264560957,-1651.64705758636,-122.238482092668,44.2270312408192
"SG-009","2018-05-17 23:40:00",1833.56839774347,4364.52740974895,-76.0250115561091,-122.209759590467,44.2322170927464
"SG-011","2018-05-18 18:17:00",1,1,0,-122.241939105241,44.2228125728025
"SG-008","2018-05-18 22:34:00",80.9779179676601,85.2952497280306,48.2015166915632,-122.185641570497,44.2739903457508
"SG-009","2018-05-18 23:07:00",75.3339331731946,358.71958661849,24.0350573353571,-122.204500439589,44.2301885801823
"SG-001_2","2018-05-18 23:33:00",65.930262212045,200.488490983589,-42.2041505602721,-122.23331601415,44.2269981294574
"SG-008","2018-05-19 00:26:00",141.427002225489,118.148998577717,10.5370466363286,-122.188984374616,44.2585689333249
"SG-001_2","2018-05-19 00:57:00",122.148025713862,225.417761279843,96.3943804705302,-122.240041367442,44.2232038696315
"SG-011","2018-05-19 22:23:00",15722.4644876972,20630.4579745428,-11774.5144782965,-122.244048877869,44.2246293314164
"SG-001_2","2018-05-19 22:45:00",186.288930600416,627.51857949933,172.466518658939,-122.216019347495,44.2316573853084
"SG-009","2018-05-19 23:04:00",114.905696120771,39.3320506212872,-54.2843386193331,-122.2125023669,44.2325397814197
"SG-008","2018-05-19 23:30:00",1238.80235083555,2414.89120656834,-1104.35934324156,-122.197001414233,44.2848889423278
"SG-006","2018-05-22 22:08:00",221.933826833269,22.5026656884702,-8.93101264317612,-122.22956041961,44.1920142479337
"SG-008","2018-05-22 22:50:00",106.132118865702,319.72861035616,184.116724365284,-122.185479994907,44.2707323035017
"SG-010","2018-05-22 23:06:00",14408.6531684787,7604.212755852,-3754.944527427,-122.187659347755,44.2744867821975
"SG-001_2","2018-05-22 23:36:00",4816.90563158624,722.411048008177,1671.61897297048,-122.197389183545,44.2446672524968
"SG-008","2018-05-23 23:53:00",1,1,0,-122.195809795985,44.2683319003568
"SG-009","2018-05-24 00:03:00",18.9835453378398,40.5207870704068,-16.6479408118121,-122.217131833262,44.2299230126431
"SG-011","2018-05-24 00:35:00",10374.4233396279,4489.76935376671,-1757.61155455996,-122.251788527853,44.2173387984338
"SG-010","2018-05-24 18:47:00",1,1,0,-122.197325094685,44.2647053206386
"SG-009","2018-05-24 22:01:00",114.495413092117,210.672901084042,30.0269523743822,-122.219124373716,44.2298234940314
"SG-001_2","2018-05-24 22:19:00",58.324675509052,34.6054719324575,12.9063424392437,-122.207209386032,44.2327267514233
"SG-010","2018-05-24 23:22:00",53967.4327225018,83903.5657470926,-40839.3997399741,-122.199650560809,44.2710921698135
"SG-009","2018-05-25 19:25:00",1,1,0,-122.224625034753,44.2284763702579
"SG-011","2018-05-26 19:29:00",1,1,0,-122.23498723771,44.2124396233623
"SG-008","2018-05-26 22:16:00",376.170881463108,64.5732435109535,150.240076819397,-122.191250076641,44.2667975002845
"SG-010","2018-05-26 22:30:00",897.344006362346,730.578166928171,-167.763752697644,-122.191059350659,44.2715007924742
"SG-008","2018-05-27 22:37:00",9493.9794001694,5096.80064668844,86.4373957009926,-122.189700772045,44.2764945342286
"SG-001_2","2018-05-27 23:30:00",242.603508561061,79.6124908948643,21.3078526999261,-122.216785408475,44.2306729321864
"SG-009","2018-05-27 23:42:00",1466.98481285342,4340.74699367452,1100.9710512384,-122.222123044379,44.2289401685662
"SG-011","2018-05-28 00:38:00",1572.82247222971,4492.89083918037,2262.78963667067,-122.230768758589,44.226099461164
"SG-011","2018-05-29 00:10:00",65473.7559085599,73033.6089469996,-22644.9834771053,-122.238445672552,44.2158608675334
"SG-006","2018-05-29 00:54:00",3945.4972924154,1439.49334937265,-692.357892515734,-122.239252962722,44.1887777419103
"SG-008","2018-05-30 18:08:00",1,1,0,-122.195330404835,44.2648983570307
"SG-011","2018-05-30 22:01:00",38.3752291527927,63.9509958507183,-13.393090122203,-122.245187000346,44.2160741861242
"SG-009","2018-05-30 22:23:00",18.3675635729097,8.26655928858326,4.37295925563472,-122.232986665962,44.2258620296748
"SG-001_2","2018-05-30 22:47:00",3.47617224100701,5.94556087075907,-2.51669923371606,-122.211273229155,44.2327790523718
"SG-008","2018-05-30 23:16:00",53.37459703101,4.162189825773,13.9151490168465,-122.197567278066,44.264074995013
"SG-010","2018-05-31 18:16:00",1,1,0,-122.185519872012,44.2776401741219
"SG-008","2018-05-31 22:21:00",13.2787372497942,17.9643859891626,-4.51015806584049,-122.191628658575,44.2701263094159
"SG-001_2","2018-05-31 23:05:00",262.708496026387,483.006448740094,-124.202739468864,-122.212009570759,44.2316619962718
"SG-009","2018-05-31 23:22:00",0.11087787051861,0.109982015391589,-0.0719811355770913,-122.224983727853,44.2285616180726
"SG-006","2018-06-01 00:30:00",376.130278328681,148.05047939154,-159.062181388045,-122.232250639088,44.1923129940053
"SG-006","2018-06-01 18:21:00",1,1,0,-122.255952360347,44.182750585273
"SG-006","2018-06-01 22:16:00",390.59578219823,2438.87395001375,-132.875762287858,-122.256575463781,44.1906741789912
"SG-011","2018-06-01 22:40:00",945.324330605339,909.1016755648,-697.753195540614,-122.260955879582,44.2062651229999
"SG-001_2","2018-06-01 23:04:00",80.8712722091717,135.837356176433,10.7948615976909,-122.219346864583,44.2295278875216
"SG-008","2018-06-01 23:34:00",2372.57896984656,6899.35599485056,-1548.40908338835,-122.195309693781,44.2682321886096
"SG-010","2018-06-01 23:54:00",1669.60109430057,2116.59719240247,-481.888100337047,-122.190470712268,44.2711124358188
"SG-006","2018-06-02 00:04:00",1227.39898713089,834.706084474847,487.07993482046,-122.240046740829,44.1910760482064
"SG-011","2018-06-02 00:39:00",16427.645008361,9485.50641965678,1016.95110338385,-122.255844745004,44.2054818652704
"SG-010","2018-06-02 18:24:00",1,1,0,-122.19388759653,44.2723787303784
"SG-006","2018-06-02 20:15:00",1,1,0,-122.236142964118,44.1859690319268
"SG-008","2018-06-02 22:26:00",123.068591206947,183.856503050526,-3.45531841827103,-122.190227737315,44.2696102002993
"SG-001_2","2018-06-02 23:14:00",7158.82806678781,3454.18026175189,-4569.54943195444,-122.244393628552,44.2328403488798
"SG-001_2","2018-06-04 18:15:00",1,1,0,-122.220063650408,44.2287604267915
"SG-008","2018-06-04 22:40:00",2395.90412214457,2450.92668521007,-709.805485332146,-122.186698017252,44.2726395517833
"SG-010","2018-06-04 22:50:00",110677.72193137,200683.891282918,-91509.2237717197,-122.199418161932,44.2673375959252
"SG-001_2","2018-06-04 23:17:00",5662.79659240753,2533.44122168409,298.726437571042,-122.220056865999,44.2279860532748
"SG-008","2018-06-05 18:30:00",1,1,0,-122.186557277061,44.2687525502799
"SG-006","2018-06-05 22:35:00",21784.1524654012,5526.30364251116,-7013.30400369219,-122.235089604737,44.1874411741749
"SG-009","2018-06-05 23:43:00",0,0,0,-122.218196223443,44.2440277000374
"SG-011","2018-06-06 17:45:00",1,1,0,-122.243450227943,44.2221293494733
"SG-008","2018-06-06 23:06:00",625.680833389787,1514.07926331272,-376.38052052371,-122.194626643588,44.2727818448893
"SG-009","2018-06-07 00:07:00",656.401504802122,22697.9891023318,1291.06343867143,-122.207695404245,44.2385119619818
"SG-010","2018-06-07 00:13:00",56966.7936231409,26992.8389090011,-16831.9238823242,-122.20367705984,44.2690587735358
"SG-008","2018-06-07 00:40:00",109.004460964684,35.2741045109969,59.9281346964411,-122.185742927023,44.2797158859081
"SG-008","2018-06-07 21:02:00",1,1,0,-122.190172514987,44.2691743729497
"SG-006","2018-06-07 22:30:00",16181.5033708957,1824.83507969624,-4079.91030623247,-122.259087450439,44.2039880145649
"SG-001_2","2018-06-07 22:53:00",1.97757146028167,2.82728802791189,-0.449806142188523,-122.208494619847,44.2332303891405
"SG-009","2018-06-07 23:07:00",4.34479473645187,11.365285157029,-1.92905461683079,-122.203062309912,44.2311636050872
"SG-008","2018-06-07 23:35:00",9.16115663171204,58.4664348787865,-2.69977152508332,-122.19197892216,44.2686507756347
"SG-001_2","2018-06-08 00:13:00",97024.1447997912,13220.4953715943,-30774.7630289935,-122.202446056038,44.2304067827078
"SG-001_2","2018-06-08 00:30:00",1,1,0,-122.207111063848,44.2319934071253
"SG-009","2018-06-08 00:35:00",718.068053775642,1647.93182362382,-433.798042058827,-122.200785539523,44.2315121262167
"SG-001_2","2018-06-08 18:21:00",1,1,0,-122.207111063848,44.2319934071253
"SG-008","2018-06-08 22:45:00",0.464805590437162,2.83029050743631,1.14588476915442,-122.190465051804,44.2659845519996
"SG-001_2","2018-06-08 23:26:00",1.71566695782112,4.90999893525086,-0.134124856844263,-122.204030768241,44.2322879135803
"SG-009","2018-06-08 23:44:00",4.06383649150457,7.74012123145263,4.7832900999686,-122.202423800979,44.2324220113247
"SG-011","2018-06-09 00:15:00",164.453643377442,808.493461044989,25.6909760991571,-122.229225305744,44.2283711331076
"SG-011","2018-06-09 00:25:00",1,1,0,-122.234731413771,44.2263927758243
"SG-011","2018-06-10 00:40:00",399.97314503325,1033.58813400938,-200.125490206659,-122.240359490063,44.2258583188404
"SG-009","2018-06-11 19:50:00",1,1,0,-122.213180617245,44.2266154957254
"SG-006","2018-06-12 20:06:00",1,1,0,-122.235374147721,44.2115599050456
"SG-010","2018-06-12 23:56:00",6081.54084570515,2460.93012884823,-1311.47999455819,-122.187597693178,44.2720964243625
"SG-009","2018-06-13 00:37:00",24.694603901331,4.19272481566698,-5.91932086777478,-122.211159478423,44.233139868517
"SG-010","2018-06-13 18:46:00",1,1,0,-122.191716658495,44.2698695424538
"SG-001_2","2018-06-13 22:10:00",1,1,0,-122.214229326009,44.2296657704907
"SG-006","2018-06-13 23:37:00",3.98462674571344,35.0365584630464,-7.88942253206444,-122.214089264465,44.2113254344476
"SG-008","2018-06-14 00:07:00",0,0,0,-122.186654736678,44.2681598077396
"SG-011","2018-06-14 00:28:00",1,1,0,-122.25421074967,44.2156908377527
"SG-006","2018-06-14 00:57:00",81.8975393100065,41.3252322289159,-31.9173414020898,-122.227341707785,44.2207491968915
"SG-006","2018-06-14 20:37:00",1,1,0,-122.233384612932,44.1999234903465
"SG-009","2018-06-14 21:33:00",2883.14557055198,17595.5738747285,-5847.25453198881,-122.202185074133,44.2247073098645
"SG-008","2018-06-14 22:16:00",2.36413420118686,2.55989313893093,0.727775712704573,-122.186640260631,44.2699771317063
"SG-010","2018-06-14 22:49:00",13695.3539449579,18883.4809231016,-10071.7432206031,-122.196420651741,44.2702567266992
"SG-001_2","2018-06-14 23:33:00",0,0,0,-122.211149379727,44.2256296524283
"SG-009","2018-06-15 00:24:00",551.469220947671,345.228840129047,-414.591342609283,-122.211752291485,44.2295432018332
"SG-011","2018-06-15 00:43:00",1,1,0,-122.25421074967,44.2156908377527
"SG-010","2018-06-15 01:10:00",45289.2244846003,32657.5738638311,-2674.94313508581,-122.192943335741,44.277272865284
"SG-008","2018-06-15 01:44:00",0,0,0,-122.187797063527,44.2690049389216
"SG-009","2018-06-15 19:45:00",1,1,0,-122.207315668759,44.2307433935808
"SG-008","2018-06-15 22:47:00",366.175925485972,147.905334703311,109.174137270645,-122.188241674488,44.2685318768408
"SG-010","2018-06-15 23:05:00",4925.07291179961,5002.89308206292,-2661.86554032548,-122.191418829864,44.2686768272638
"SG-009","2018-06-15 23:35:00",233.19609722793,359.665342086048,36.2617492776526,-122.210179340501,44.2313118536501
"SG-011","2018-06-16 00:55:00",63261.6925324451,70656.031165372,51591.5025865239,-122.246912717656,44.2246520297976
"SG-011","2018-06-16 01:15:00",1,1,0,-122.25421074967,44.2156908377527
"SG-006","2018-06-16 22:59:00",177.121264018322,191.08119393915,-36.1313438518726,-122.227031010443,44.17983433978
"SG-008","2018-06-16 23:45:00",1820.17200988144,639.303403914121,-211.038487431277,-122.187177947364,44.2696977151893
"SG-006","2018-06-17 00:30:00",524.731598046478,627.85543934831,-547.147295918531,-122.242829082434,44.1927717248971
"SG-011","2018-06-17 00:54:00",95.9926809072514,135.931589059433,-15.2794561485563,-122.253465895598,44.2138288489706
"SG-008","2018-06-17 23:29:00",0.0734564420835093,3.16469201006087,0.300606668769964,-122.186642937538,44.2683391559854
"SG-010","2018-06-17 23:59:00",19180.5249830132,12723.6286204529,-4830.53372850781,-122.195569426732,44.2709052376513
"SG-009","2018-06-18 00:32:00",408.117934244533,362.061964283971,16.0245662384859,-122.213376042576,44.2298459961441
"SG-010","2018-06-18 17:46:00",1,1,0,-122.191716658495,44.2698695424538
"SG-009","2018-06-18 21:50:00",1,1,0,-122.213968981133,44.228529585826
"SG-010","2018-06-19 17:26:00",1,1,0,-122.191716658495,44.2698695424538
"SG-011","2018-06-19 17:53:00",1,1,0,-122.243869068993,44.2197282849385
"SG-006","2018-06-19 22:53:00",1337.12341076115,875.372158214286,231.129659252078,-122.239868421783,44.1913707660333
"SG-009","2018-06-20 00:54:00",600.328230931523,1009.05941740545,-573.513482498857,-122.217113593026,44.2295315739957
"SG-011","2018-06-20 20:31:00",1,1,0,-122.243869068993,44.2197282849385
"SG-008","2018-06-21 00:22:00",218.130943902782,155.185927861107,-182.979149223582,-122.186141668032,44.2694521494714
"SG-009","2018-06-21 01:18:00",5796.41187583177,4671.24360048538,-3098.20587692209,-122.222622607731,44.2284278354908
"SG-001_2","2018-06-21 01:25:00",1009.63772849367,4421.59674830086,-289.329573507647,-122.20890037436,44.2281668124101
"SG-011","2018-06-21 01:52:00",84527.9948337303,150315.931564639,-34830.7095487559,-122.240958982275,44.2273024244758
"SG-010","2018-06-21 18:12:00",1,1,0,-122.191716658495,44.2698695424538
"SG-001_2","2018-06-21 22:23:00",1,1,0,-122.214229326009,44.2296657704907
"SG-006","2018-06-21 22:30:00",246.780211115787,480.483920803509,250.445917973446,-122.21808058615,44.1809966402901
"SG-010","2018-06-21 23:31:00",8017.65938691931,3059.76742933333,800.637098215431,-122.187307394554,44.2709488308057
"SG-009","2018-06-22 00:06:00",944.22757901656,2723.57024506094,494.848370676094,-122.222935102953,44.2287941482676
"SG-008","2018-06-22 00:35:00",146.560351832454,13.9755357403783,29.1350459354795,-122.186580427499,44.2686241528708
"SG-010","2018-06-22 00:53:00",37610.2204384253,24315.7044223409,5099.59516068099,-122.19299434041,44.2710285114018
"SG-010","2018-06-22 17:52:00",1,1,0,-122.191716658495,44.2698695424538
"SG-006","2018-06-22 19:17:00",1,1,0,-122.232514069684,44.1927511174958
"SG-008","2018-06-22 22:56:00",1373.62298064085,736.747621619863,804.8085106326,-122.186291314174,44.2697904292254
"SG-010","2018-06-22 23:14:00",198983.855445721,310450.967688707,-144741.675962493,-122.19325628003,44.2725823137921
"SG-009","2018-06-22 23:37:00",172.612367320761,276.671462260864,23.0035229142604,-122.211397651486,44.2365512707788
"SG-001_2","2018-06-23 00:10:00",734.668091600334,241.633821655003,95.8943425750194,-122.218581830984,44.216709898354
"SG-009","2018-06-23 00:13:00",1,1,0,-122.213423712786,44.2365656165475
