"animal1","animal2","overlap.low","overlap","overlap.high","s1","s2","sexes","animals"
"257","SG-010","SG-006",0.0451758534176407,0.108819888138569,0.226713366083737,"M","M","MM","SG-010.SG-006"
"258","SG-010","SG-007",0.00532054008614107,0.0525745508884684,0.27033872645648,"M","F","MF","SG-010.SG-007"
"259","SG-010","SG-008",0.793454744976964,0.871807135407092,0.934822860568175,"M","F","MF","SG-010.SG-008"
"260","SG-010","SG-009",0.0470363977331243,0.16423759597278,0.413989526571876,"M","F","MF","SG-010.SG-009"
"262","SG-010","SG-011",0.0722450023284806,0.188638896460806,0.396877761524071,"M","M","MM","SG-010.SG-011"
"263","SG-010","SG-012",9.55048585454457e-05,0.00439109984410627,0.0733636070713574,"M","M","MM","SG-010.SG-012"
"264","SG-010","SG-013",0.0150290730749895,0.0840088123493827,0.299475597043178,"M","M","MM","SG-010.SG-013"
"265","SG-010","SG-014",0.0183872987405575,0.110802398997773,0.392431882863335,"M","M","MM","SG-010.SG-014"
"266","SG-010","SG-015",0.714350825893243,0.845929409270912,0.944746038443777,"M","F","MF","SG-010.SG-015"
"267","SG-010","SG-016",0.0197619790609214,0.135568604301097,0.48808907079913,"M","F","MF","SG-010.SG-016"
"268","SG-010","SG-017",0.28170908970418,0.478174261282852,0.704386080006985,"M","F","MF","SG-010.SG-017"
"269","SG-010","SG-018",0.461705738648836,0.747116376491131,0.957897800148945,"M","F","MF","SG-010.SG-018"
"270","SG-010","SG-019",0.302740408859227,0.482059636391676,0.685145196942329,"M","M","MM","SG-010.SG-019"
"271","SG-010","SG-020",0.383020668726347,0.547731193762894,0.721173571841034,"M","F","MF","SG-010.SG-020"
"272","SG-010","SG-021",0.616744823443323,0.794393905980567,0.932165463700506,"M","M","MM","SG-010.SG-021"
"273","SG-010","SG-022",0.305281874000259,0.553972718419112,0.817904214629885,"M","M","MM","SG-010.SG-022"
"274","SG-010","SG-023",0.0935325583266882,0.38053088477066,0.828759159111408,"M","M","MM","SG-010.SG-023"
"275","SG-010","SG-025",0.286303259469993,0.621168109408096,0.92985741043064,"M","M","MM","SG-010.SG-025"
"276","SG-011","SG-001",0.315175272180177,0.43044944980842,0.560058212056527,"M","M","MM","SG-011.SG-001"
"277","SG-011","SG-001_2",0.525676928175297,0.653444537189969,0.776938399532437,"M","M","MM","SG-011.SG-001_2"
"278","SG-011","SG-002",0.161521349868546,0.363480856230399,0.645581511806195,"M","M","MM","SG-011.SG-002"
"279","SG-011","SG-003",0.524979433278255,0.639519105542285,0.751729405254758,"M","M","MM","SG-011.SG-003"
"280","SG-011","SG-004",0.318029839557239,0.476451006718446,0.65426648985296,"M","M","MM","SG-011.SG-004"
"281","SG-011","SG-005",0.679341999434564,0.771138809282512,0.853803445663049,"M","F","MF","SG-011.SG-005"
"282","SG-011","SG-006",0.743760172480913,0.828392348899388,0.900640862802081,"M","M","MM","SG-011.SG-006"
"283","SG-011","SG-007",0.545110486406476,0.730358922105578,0.889438544984176,"M","F","MF","SG-011.SG-007"
"284","SG-011","SG-008",0.042221193062528,0.104412303770158,0.222046017404231,"M","F","MF","SG-011.SG-008"
"285","SG-011","SG-009",0.570593774249923,0.6680639384152,0.762312038886277,"M","F","MF","SG-011.SG-009"
"286","SG-011","SG-010",0.0722450023284806,0.188638896460806,0.396877761524071,"M","M","MM","SG-011.SG-010"
"288","SG-011","SG-012",0.104448059298376,0.289471873033943,0.592380510782937,"M","M","MM","SG-011.SG-012"
"289","SG-011","SG-013",0.174403383556372,0.360521133114997,0.614194845173376,"M","M","MM","SG-011.SG-013"
"290","SG-011","SG-014",0.833187090168629,0.943707970617976,0.996068400423988,"M","M","MM","SG-011.SG-014"
"291","SG-011","SG-015",0.0309785157501652,0.105746449582482,0.276951360997937,"M","F","MF","SG-011.SG-015"
"292","SG-011","SG-016",0.676674493620093,0.842526134220925,0.959059034919141,"M","F","MF","SG-011.SG-016"
"293","SG-011","SG-017",0.00669346476028049,0.0397341815997751,0.160078277784284,"M","F","MF","SG-011.SG-017"
"294","SG-011","SG-018",0.00954306559181004,0.0580973742534413,0.227859343714853,"M","F","MF","SG-011.SG-018"
"295","SG-011","SG-019",0.0146972427121858,0.0495593549861087,0.136248131589506,"M","M","MM","SG-011.SG-019"
"296","SG-011","SG-020",0.0175273649715661,0.0693507570143669,0.206776818588211,"M","F","MF","SG-011.SG-020"
"297","SG-011","SG-021",0.259669885243106,0.41719859485172,0.605474574933614,"M","M","MM","SG-011.SG-021"
"298","SG-011","SG-022",0.00663243281967926,0.0467566361992026,0.204552596039734,"M","M","MM","SG-011.SG-022"
"299","SG-011","SG-023",0.243949952716862,0.58270972972026,0.919256091411737,"M","M","MM","SG-011.SG-023"
"300","SG-011","SG-025",0.00647844817611984,0.0702455027090481,0.357205863534994,"M","M","MM","SG-011.SG-025"
"301","SG-012","SG-001",0.0822658418781146,0.200668919806541,0.402795478965103,"M","M","MM","SG-012.SG-001"
"302","SG-012","SG-001_2",0.0413736536589449,0.187143062854994,0.523444869542275,"M","M","MM","SG-012.SG-001_2"
"303","SG-012","SG-002",0.284483539777741,0.51918626105567,0.780198455604251,"M","M","MM","SG-012.SG-002"
"304","SG-012","SG-003",0.125478830198543,0.285835863195645,0.529884002341691,"M","M","MM","SG-012.SG-003"
"305","SG-012","SG-004",0.133305310059924,0.330682344376445,0.626214897773923,"M","M","MM","SG-012.SG-004"
"306","SG-012","SG-005",0.160222254465593,0.419980090320398,0.770115307605306,"M","F","MF","SG-012.SG-005"
"307","SG-012","SG-006",0.180379898030598,0.372354890353678,0.630809090735496,"M","M","MM","SG-012.SG-006"
"308","SG-012","SG-007",0.198864522783564,0.419396139264405,0.703194505319613,"M","F","MF","SG-012.SG-007"
"309","SG-012","SG-008",0,0,0,"M","F","MF","SG-012.SG-008"
"310","SG-012","SG-009",0.0781794922887042,0.260877062678745,0.5937677130037,"M","F","MF","SG-012.SG-009"
"311","SG-012","SG-010",9.55048585454457e-05,0.00439109984410627,0.0733636070713574,"M","M","MM","SG-012.SG-010"
"312","SG-012","SG-011",0.104448059298376,0.289471873033943,0.592380510782937,"M","M","MM","SG-012.SG-011"
"314","SG-012","SG-013",0.524435324836191,0.737469995958402,0.913266597516366,"M","M","MM","SG-012.SG-013"
"315","SG-012","SG-014",0.115313685814701,0.331020800616063,0.669356711283287,"M","M","MM","SG-012.SG-014"
"316","SG-012","SG-015",0,0,0,"M","F","MF","SG-012.SG-015"
"317","SG-012","SG-016",0.240660530497438,0.478898337539579,0.760783886870389,"M","F","MF","SG-012.SG-016"
"318","SG-012","SG-017",0,0,0,"M","F","MF","SG-012.SG-017"
"319","SG-012","SG-018",0,0,0,"M","F","MF","SG-012.SG-018"
"320","SG-012","SG-019",0,0,0,"M","M","MM","SG-012.SG-019"
"321","SG-012","SG-020",0,0,0,"M","F","MF","SG-012.SG-020"
"322","SG-012","SG-021",0.0454424708685874,0.144722982450402,0.352083316166103,"M","M","MM","SG-012.SG-021"
"323","SG-012","SG-022",0,0,0,"M","M","MM","SG-012.SG-022"
"324","SG-012","SG-023",0.0317495332053874,0.198883733560481,0.624100087288361,"M","M","MM","SG-012.SG-023"
"325","SG-012","SG-025",0,0,0,"M","M","MM","SG-012.SG-025"
"326","SG-013","SG-001",0.0572064122400374,0.134935986101036,0.273578774156714,"M","M","MM","SG-013.SG-001"
"327","SG-013","SG-001_2",0.165395489366555,0.386926360526192,0.691367954576862,"M","M","MM","SG-013.SG-001_2"
"328","SG-013","SG-002",0.730680917614555,0.929292897306495,0.999486957779491,"M","M","MM","SG-013.SG-002"
"329","SG-013","SG-003",0.370350620013321,0.573914765813091,0.783861346309433,"M","M","MM","SG-013.SG-003"
"330","SG-013","SG-004",0.455697605953342,0.629287616441311,0.798544091722113,"M","M","MM","SG-013.SG-004"
"331","SG-013","SG-005",0.140843855243259,0.323564135849982,0.592008457724831,"M","F","MF","SG-013.SG-005"
"332","SG-013","SG-006",0.262281126166663,0.440711721684204,0.652787828268321,"M","M","MM","SG-013.SG-006"
"333","SG-013","SG-007",0.191639713353741,0.409981913829168,0.695080259788343,"M","F","MF","SG-013.SG-007"
"334","SG-013","SG-008",0.00330506669237975,0.0136488970842141,0.0461463107813931,"M","F","MF","SG-013.SG-008"
"335","SG-013","SG-009",0.193345321451223,0.421785383322828,0.717284244584629,"M","F","MF","SG-013.SG-009"
"336","SG-013","SG-010",0.0150290730749895,0.0840088123493827,0.299475597043178,"M","M","MM","SG-013.SG-010"
"337","SG-013","SG-011",0.174403383556372,0.360521133114997,0.614194845173376,"M","M","MM","SG-013.SG-011"
"338","SG-013","SG-012",0.524435324836191,0.737469995958402,0.913266597516366,"M","M","MM","SG-013.SG-012"
"340","SG-013","SG-014",0.173090688279715,0.396042829664158,0.697235157599293,"M","M","MM","SG-013.SG-014"
"341","SG-013","SG-015",0.000121655228395438,0.00123154832346947,0.00887738249458814,"M","F","MF","SG-013.SG-015"
"342","SG-013","SG-016",0.254255960674509,0.48943599004493,0.762680698965921,"M","F","MF","SG-013.SG-016"
"343","SG-013","SG-017",5.45821746505382e-05,0.000955812327745496,0.0102722573254159,"M","F","MF","SG-013.SG-017"
"344","SG-013","SG-018",6.78692425884e-07,1.21614366823365e-05,0.000157640870745055,"M","F","MF","SG-013.SG-018"
"345","SG-013","SG-019",0.000237509067876125,0.00170856145559131,0.00944785104634137,"M","M","MM","SG-013.SG-019"
"346","SG-013","SG-020",2.56581035110814e-05,0.000352566870086215,0.00334981458793069,"M","F","MF","SG-013.SG-020"
"347","SG-013","SG-021",0.162153900576444,0.349769189068669,0.612044487860442,"M","M","MM","SG-013.SG-021"
"348","SG-013","SG-022",3.1530552289545e-05,0.000538522223965769,0.00587104211464784,"M","M","MM","SG-013.SG-022"
"349","SG-013","SG-023",0.0428379242270099,0.287267086390255,0.802961171550765,"M","M","MM","SG-013.SG-023"
"350","SG-013","SG-025",0.000171731455646503,0.00585961376763373,0.0801312490191084,"M","M","MM","SG-013.SG-025"
"351","SG-014","SG-001",0.259355114049774,0.39502368165452,0.556644553397866,"M","M","MM","SG-014.SG-001"
"352","SG-014","SG-001_2",0.496469746450996,0.688226072147757,0.861762197581051,"M","M","MM","SG-014.SG-001_2"
"353","SG-014","SG-002",0.149793331153257,0.383286849030901,0.713343262430972,"M","M","MM","SG-014.SG-002"
"354","SG-014","SG-003",0.469192082862785,0.629842929679053,0.786862541036504,"M","M","MM","SG-014.SG-003"
"355","SG-014","SG-004",0.341700867131151,0.533119810022534,0.739284159441577,"M","M","MM","SG-014.SG-004"
"356","SG-014","SG-005",0.755675453706986,0.837261482021854,0.906446470846091,"M","F","MF","SG-014.SG-005"
"357","SG-014","SG-006",0.719632710709869,0.832190091583225,0.922784723128161,"M","M","MM","SG-014.SG-006"
"358","SG-014","SG-007",0.572253108042968,0.747746054768053,0.896042030378295,"M","F","MF","SG-014.SG-007"
"359","SG-014","SG-008",0.00582247709060414,0.0373081165230504,0.15837073165904,"M","F","MF","SG-014.SG-008"
"360","SG-014","SG-009",0.577713025783455,0.717511469770402,0.844346937787198,"M","F","MF","SG-014.SG-009"
"361","SG-014","SG-010",0.0183872987405575,0.110802398997773,0.392431882863335,"M","M","MM","SG-014.SG-010"
"362","SG-014","SG-011",0.833187090168629,0.943707970617976,0.996068400423988,"M","M","MM","SG-014.SG-011"
"363","SG-014","SG-012",0.115313685814701,0.331020800616063,0.669356711283287,"M","M","MM","SG-014.SG-012"
"364","SG-014","SG-013",0.173090688279715,0.396042829664158,0.697235157599293,"M","M","MM","SG-014.SG-013"
"366","SG-014","SG-015",2.66525166562866e-05,0.000592425112225599,0.00771252631970054,"M","F","MF","SG-014.SG-015"
"367","SG-014","SG-016",0.684629868789847,0.839914597426027,0.95243569388743,"M","F","MF","SG-014.SG-016"
"368","SG-014","SG-017",2.21751034330705e-05,0.000838521093874679,0.015064515375676,"M","F","MF","SG-014.SG-017"
"369","SG-014","SG-018",6.36549753509092e-06,0.000299712919260366,0.0067298914426803,"M","F","MF","SG-014.SG-018"
"370","SG-014","SG-019",0.000260515101653965,0.00184359121627746,0.0100422693142562,"M","M","MM","SG-014.SG-019"
"371","SG-014","SG-020",1.78539279204616e-08,6.44012424014415e-07,1.56125628926587e-05,"M","F","MF","SG-014.SG-020"
"372","SG-014","SG-021",0.202170352985663,0.392755297635938,0.639459667160897,"M","M","MM","SG-014.SG-021"
"373","SG-014","SG-022",1.5508091142775e-05,0.000501684601587177,0.00848917010200301,"M","M","MM","SG-014.SG-022"
"374","SG-014","SG-023",0.171061066881573,0.474075016147404,0.84974822686687,"M","M","MM","SG-014.SG-023"
"375","SG-014","SG-025",0.000250789381016689,0.0118792410873194,0.169849539742677,"M","M","MM","SG-014.SG-025"
"376","SG-015","SG-001",0,0,0,"F","M","MF","SG-015.SG-001"
"377","SG-015","SG-001_2",1.22594630550926e-05,6.34609811877509e-05,0.000289175236118153,"F","M","MF","SG-015.SG-001_2"
"378","SG-015","SG-002",0.000362363299652979,0.00323050641221752,0.0203043218054171,"F","M","MF","SG-015.SG-002"
"379","SG-015","SG-003",2.12813009231985e-05,0.000127898876990457,0.00065402075096922,"F","M","MF","SG-015.SG-003"
"380","SG-015","SG-004",0,0,0,"F","M","MF","SG-015.SG-004"
"381","SG-015","SG-005",0,0,0,"F","F","FF","SG-015.SG-005"
"382","SG-015","SG-006",0.0159223508498558,0.0393662285957461,0.0871601830791596,"F","M","MF","SG-015.SG-006"
"383","SG-015","SG-007",8.4198257198859e-06,0.000363626856411937,0.00760809813982959,"F","F","FF","SG-015.SG-007"
"384","SG-015","SG-008",0.697827757801526,0.769505239305483,0.835635649002589,"F","F","FF","SG-015.SG-008"
"385","SG-015","SG-009",0.000111188874066344,0.000431574452378816,0.00150363869482127,"F","F","FF","SG-015.SG-009"
"386","SG-015","SG-010",0.714350825893243,0.845929409270912,0.944746038443777,"F","M","MF","SG-015.SG-010"
"387","SG-015","SG-011",0.0309785157501652,0.105746449582482,0.276951360997937,"F","M","MF","SG-015.SG-011"
"388","SG-015","SG-012",0,0,0,"F","M","MF","SG-015.SG-012"
"389","SG-015","SG-013",0.000121655228395438,0.00123154832346947,0.00887738249458814,"F","M","MF","SG-015.SG-013"
"390","SG-015","SG-014",2.66525166562866e-05,0.000592425112225599,0.00771252631970054,"F","M","MF","SG-015.SG-014"
"392","SG-015","SG-016",0.0018316276258907,0.041044601712614,0.322193673745081,"F","F","FF","SG-015.SG-016"
"393","SG-015","SG-017",0.2689174609139,0.437538602411024,0.636721087326221,"F","F","FF","SG-015.SG-017"
"394","SG-015","SG-018",0.323442593654373,0.543572213141294,0.779549644902189,"F","F","FF","SG-015.SG-018"
"395","SG-015","SG-019",0.330290162520727,0.463332766179099,0.611474266159355,"F","M","MF","SG-015.SG-019"
"396","SG-015","SG-020",0.548920439195036,0.655249159031104,0.758575179638436,"F","F","FF","SG-015.SG-020"
"397","SG-015","SG-021",0.388200389607458,0.520326314570802,0.660970629156277,"F","M","MF","SG-015.SG-021"
"398","SG-015","SG-022",0.241438460980489,0.443523171692295,0.68853531741755,"F","M","MF","SG-015.SG-022"
"399","SG-015","SG-023",0.0778441406784614,0.388581244324431,0.878315538999866,"F","M","MF","SG-015.SG-023"
"400","SG-015","SG-025",0.23477775612254,0.556143843243158,0.89457977952203,"F","M","MF","SG-015.SG-025"
"401","SG-016","SG-001",0.573785544931968,0.763446610801978,0.91702576198611,"F","M","MF","SG-016.SG-001"
"402","SG-016","SG-001_2",0.330788195311061,0.507016349708825,0.700946656752978,"F","M","MF","SG-016.SG-001_2"
"403","SG-016","SG-002",0.187054424987757,0.457568999133997,0.797736542077731,"F","M","MF","SG-016.SG-002"
"404","SG-016","SG-003",0.40084627810527,0.598683281565914,0.797126046304407,"F","M","MF","SG-016.SG-003"
"405","SG-016","SG-004",0.371916617392869,0.554054210775748,0.745460208850799,"F","M","MF","SG-016.SG-004"
"406","SG-016","SG-005",0.691511883158554,0.849738862317514,0.96037348402864,"F","F","FF","SG-016.SG-005"
"407","SG-016","SG-006",0.860815597608701,0.944211764214753,0.991073349702963,"F","M","MF","SG-016.SG-006"
"408","SG-016","SG-007",0.885344397369355,0.989046516719765,1,"F","F","FF","SG-016.SG-007"
"409","SG-016","SG-008",0.00692531268433353,0.0865270263881858,0.444672067073135,"F","F","FF","SG-016.SG-008"
"410","SG-016","SG-009",0.403338880282486,0.557746690627599,0.718511575230967,"F","F","FF","SG-016.SG-009"
"411","SG-016","SG-010",0.0197619790609214,0.135568604301097,0.48808907079913,"F","M","MF","SG-016.SG-010"
"412","SG-016","SG-011",0.676674493620093,0.842526134220925,0.959059034919141,"F","M","MF","SG-016.SG-011"
"413","SG-016","SG-012",0.240660530497438,0.478898337539579,0.760783886870389,"F","M","MF","SG-016.SG-012"
"414","SG-016","SG-013",0.254255960674509,0.48943599004493,0.762680698965921,"F","M","MF","SG-016.SG-013"
"415","SG-016","SG-014",0.684629868789847,0.839914597426027,0.95243569388743,"F","M","MF","SG-016.SG-014"
"416","SG-016","SG-015",0.0018316276258907,0.041044601712614,0.322193673745081,"F","F","FF","SG-016.SG-015"
"418","SG-016","SG-017",0.000593516490429953,0.0152116100000425,0.154976921438863,"F","F","FF","SG-016.SG-017"
"419","SG-016","SG-018",5.80053208346993e-05,0.00610256711113546,0.143525765939158,"F","F","FF","SG-016.SG-018"
"420","SG-016","SG-019",0.00287150866765965,0.0208385377259267,0.100811461393912,"F","M","MF","SG-016.SG-019"
"421","SG-016","SG-020",0.00144741931910462,0.0228646008556395,0.170615768668107,"F","F","FF","SG-016.SG-020"
"422","SG-016","SG-021",0.186715058135188,0.410954096093475,0.705506025583888,"F","M","MF","SG-016.SG-021"
"423","SG-016","SG-022",0.000378464678313922,0.0106142504264737,0.119966223541215,"F","M","MF","SG-016.SG-022"
"424","SG-016","SG-023",0.168741299891286,0.493151490613738,0.881743188593459,"F","M","MF","SG-016.SG-023"
"425","SG-016","SG-025",0.000314448426944129,0.0342640772522455,0.490523114923964,"F","M","MF","SG-016.SG-025"
"426","SG-017","SG-001",0,0,0,"F","M","MF","SG-017.SG-001"
"427","SG-017","SG-001_2",2.13833798806353e-05,0.00042334463489027,0.00518547101924905,"F","M","MF","SG-017.SG-001_2"
"428","SG-017","SG-002",0.000104306737787091,0.00182668408877128,0.0188260131694804,"F","M","MF","SG-017.SG-002"
"429","SG-017","SG-003",2.16314724661765e-05,0.000315028194411024,0.00313827257563535,"F","M","MF","SG-017.SG-003"
"430","SG-017","SG-004",1.81156104016959e-09,3.56620497132923e-07,3.17056170787677e-05,"F","M","MF","SG-017.SG-004"
"431","SG-017","SG-005",0,0,0,"F","F","FF","SG-017.SG-005"
"432","SG-017","SG-006",0.00310215045586482,0.0141923266306395,0.0516050723716775,"F","M","MF","SG-017.SG-006"
"433","SG-017","SG-007",5.99541854629741e-06,0.000268561653612128,0.00588549551330066,"F","F","FF","SG-017.SG-007"
"434","SG-017","SG-008",0.214827414835594,0.333384759179623,0.480884423918267,"F","F","FF","SG-017.SG-008"
"435","SG-017","SG-009",4.96041016546708e-05,0.000933426565329707,0.0105513105534016,"F","F","FF","SG-017.SG-009"
"436","SG-017","SG-010",0.28170908970418,0.478174261282852,0.704386080006985,"F","M","MF","SG-017.SG-010"
"437","SG-017","SG-011",0.00669346476028049,0.0397341815997751,0.160078277784284,"F","M","MF","SG-017.SG-011"
"438","SG-017","SG-012",0,0,0,"F","M","MF","SG-017.SG-012"
"439","SG-017","SG-013",5.45821746505382e-05,0.000955812327745496,0.0102722573254159,"F","M","MF","SG-017.SG-013"
"440","SG-017","SG-014",2.21751034330705e-05,0.000838521093874679,0.015064515375676,"F","M","MF","SG-017.SG-014"
"441","SG-017","SG-015",0.2689174609139,0.437538602411024,0.636721087326221,"F","F","FF","SG-017.SG-015"
"442","SG-017","SG-016",0.000593516490429953,0.0152116100000425,0.154976921438863,"F","F","FF","SG-017.SG-016"
"444","SG-017","SG-018",0.556756358922795,0.719255759588018,0.86378066776328,"F","F","FF","SG-017.SG-018"
"445","SG-017","SG-019",0.307098047056191,0.462870833999757,0.639715301377209,"F","M","MF","SG-017.SG-019"
"446","SG-017","SG-020",0.269384733525726,0.40798251730108,0.571449450333439,"F","F","FF","SG-017.SG-020"
"447","SG-017","SG-021",0.157175704035288,0.31852009953412,0.545569456043567,"F","M","MF","SG-017.SG-021"
"448","SG-017","SG-022",0.696563048634066,0.854216419437611,0.963016153706213,"F","M","MF","SG-017.SG-022"
"449","SG-017","SG-023",0.0242959254041021,0.230363708799617,0.774161857988892,"F","M","MF","SG-017.SG-023"
"450","SG-017","SG-025",0.555214307426077,0.766440660804361,0.931774228169358,"F","M","MF","SG-017.SG-025"
"451","SG-018","SG-001",0,0,0,"F","M","MF","SG-018.SG-001"
"452","SG-018","SG-001_2",1.0649180169468e-05,0.000169934626761421,0.00185602445785584,"F","M","MF","SG-018.SG-001_2"
"453","SG-018","SG-002",7.67693219040469e-05,0.00125617246551234,0.0126782413860672,"F","M","MF","SG-018.SG-002"
"454","SG-018","SG-003",0,0,0,"F","M","MF","SG-018.SG-003"
"455","SG-018","SG-004",0,0,0,"F","M","MF","SG-018.SG-004"
"456","SG-018","SG-005",0,0,0,"F","F","FF","SG-018.SG-005"
"457","SG-018","SG-006",0.00204134454881563,0.00835263650745707,0.0285558215180238,"F","M","MF","SG-018.SG-006"
"458","SG-018","SG-007",0,0,0,"F","F","FF","SG-018.SG-007"
"459","SG-018","SG-008",0.304684744602781,0.500015670856173,0.718844686414259,"F","F","FF","SG-018.SG-008"
"460","SG-018","SG-009",5.5507606738905e-08,9.64217685713831e-07,1.28607652471242e-05,"F","F","FF","SG-018.SG-009"
"461","SG-018","SG-010",0.461705738648836,0.747116376491131,0.957897800148945,"F","M","MF","SG-018.SG-010"
"462","SG-018","SG-011",0.00954306559181004,0.0580973742534413,0.227859343714853,"F","M","MF","SG-018.SG-011"
"463","SG-018","SG-012",0,0,0,"F","M","MF","SG-018.SG-012"
"464","SG-018","SG-013",6.78692425884e-07,1.21614366823365e-05,0.000157640870745055,"F","M","MF","SG-018.SG-013"
"465","SG-018","SG-014",6.36549753509092e-06,0.000299712919260366,0.0067298914426803,"F","M","MF","SG-018.SG-014"
"466","SG-018","SG-015",0.323442593654373,0.543572213141294,0.779549644902189,"F","F","FF","SG-018.SG-015"
"467","SG-018","SG-016",5.80053208346993e-05,0.00610256711113546,0.143525765939158,"F","F","FF","SG-018.SG-016"
"468","SG-018","SG-017",0.556756358922795,0.719255759588018,0.86378066776328,"F","F","FF","SG-018.SG-017"
"470","SG-018","SG-019",0.266784312125517,0.448175205248883,0.66237349097995,"F","M","MF","SG-018.SG-019"
"471","SG-018","SG-020",0.245585355285938,0.408187941869128,0.605967288881713,"F","F","FF","SG-018.SG-020"
"472","SG-018","SG-021",0.198032889808543,0.387454917688942,0.634457048203867,"F","M","MF","SG-018.SG-021"
"473","SG-018","SG-022",0.607469556148404,0.800517963834932,0.944552448907289,"F","M","MF","SG-018.SG-022"
"474","SG-018","SG-023",0.0160260836878574,0.293659170909186,0.945120834062275,"F","M","MF","SG-018.SG-023"
"475","SG-018","SG-025",0.450526815439736,0.740773581126693,0.957078253375301,"F","M","MF","SG-018.SG-025"
"476","SG-019","SG-001",0,0,0,"M","M","MM","SG-019.SG-001"
"477","SG-019","SG-001_2",0.000533065877780002,0.00239245765394307,0.00910643288574858,"M","M","MM","SG-019.SG-001_2"
"478","SG-019","SG-002",0.000366879406470232,0.00275591319076677,0.015439371141045,"M","M","MM","SG-019.SG-002"
"479","SG-019","SG-003",0.00272813465562879,0.0100787742268265,0.03168054229647,"M","M","MM","SG-019.SG-003"
"480","SG-019","SG-004",1.35692199777937e-07,1.61989374015968e-06,1.56933901947728e-05,"M","M","MM","SG-019.SG-004"
"481","SG-019","SG-005",1.33465817213821e-06,9.41067027756726e-06,5.70905706917706e-05,"M","F","MF","SG-019.SG-005"
"482","SG-019","SG-006",0.00699216749600179,0.0211735011289761,0.0558351596804728,"M","M","MM","SG-019.SG-006"
"483","SG-019","SG-007",0.000129710146564647,0.0012612118219556,0.00881932768483443,"M","F","MF","SG-019.SG-007"
"484","SG-019","SG-008",0.260129661765509,0.380837368268785,0.52365556635982,"M","F","MF","SG-019.SG-008"
"485","SG-019","SG-009",0.00036479685067673,0.00164308497615704,0.00632693575917781,"M","F","MF","SG-019.SG-009"
"486","SG-019","SG-010",0.302740408859227,0.482059636391676,0.685145196942329,"M","M","MM","SG-019.SG-010"
"487","SG-019","SG-011",0.0146972427121858,0.0495593549861087,0.136248131589506,"M","M","MM","SG-019.SG-011"
"488","SG-019","SG-012",0,0,0,"M","M","MM","SG-019.SG-012"
"489","SG-019","SG-013",0.000237509067876125,0.00170856145559131,0.00944785104634137,"M","M","MM","SG-019.SG-013"
"490","SG-019","SG-014",0.000260515101653965,0.00184359121627746,0.0100422693142562,"M","M","MM","SG-019.SG-014"
"491","SG-019","SG-015",0.330290162520727,0.463332766179099,0.611474266159355,"M","F","MF","SG-019.SG-015"
"492","SG-019","SG-016",0.00287150866765965,0.0208385377259267,0.100811461393912,"M","F","MF","SG-019.SG-016"
"493","SG-019","SG-017",0.307098047056191,0.462870833999757,0.639715301377209,"M","F","MF","SG-019.SG-017"
"494","SG-019","SG-018",0.266784312125517,0.448175205248883,0.66237349097995,"M","F","MF","SG-019.SG-018"
"496","SG-019","SG-020",0.344347158836977,0.460877717880489,0.589093866361079,"M","F","MF","SG-019.SG-020"
"497","SG-019","SG-021",0.215131101912315,0.383537352697561,0.597327833932428,"M","M","MM","SG-019.SG-021"
"498","SG-019","SG-022",0.270441138761659,0.469569749534567,0.701853977910545,"M","M","MM","SG-019.SG-022"
"499","SG-019","SG-023",0.170218379394811,0.537754453985005,0.93450328400395,"M","M","MM","SG-019.SG-023"
"500","SG-019","SG-025",0.408062837315007,0.817425482626906,0.999060983198736,"M","M","MM","SG-019.SG-025"
"501","SG-020","SG-001",0,0,0,"F","M","MF","SG-020.SG-001"
"502","SG-020","SG-001_2",6.44888679839214e-09,5.87962411623379e-08,4.67907600078712e-07,"F","M","MF","SG-020.SG-001_2"
"503","SG-020","SG-002",2.27357695245322e-05,0.000296806798818355,0.00273331491434088,"F","M","MF","SG-020.SG-002"
"504","SG-020","SG-003",1.48024181968417e-05,8.55759292303552e-05,0.000426345518369045,"F","M","MF","SG-020.SG-003"
"505","SG-020","SG-004",0,0,0,"F","M","MF","SG-020.SG-004"
"506","SG-020","SG-005",0,0,0,"F","F","FF","SG-020.SG-005"
"507","SG-020","SG-006",0.00938197191572625,0.0260064770446226,0.0636748977857624,"F","M","MF","SG-020.SG-006"
"508","SG-020","SG-007",6.26872225961971e-06,0.000179516643936777,0.0029809026311893,"F","F","FF","SG-020.SG-007"
"509","SG-020","SG-008",0.306975352240123,0.380001407422782,0.460621006435747,"F","F","FF","SG-020.SG-008"
"510","SG-020","SG-009",8.4532050261e-06,4.65315689260805e-05,0.000224259466334047,"F","F","FF","SG-020.SG-009"
"511","SG-020","SG-010",0.383020668726347,0.547731193762894,0.721173571841034,"F","M","MF","SG-020.SG-010"
"512","SG-020","SG-011",0.0175273649715661,0.0693507570143669,0.206776818588211,"F","M","MF","SG-020.SG-011"
"513","SG-020","SG-012",0,0,0,"F","M","MF","SG-020.SG-012"
"514","SG-020","SG-013",2.56581035110814e-05,0.000352566870086215,0.00334981458793069,"F","M","MF","SG-020.SG-013"
"515","SG-020","SG-014",1.78539279204616e-08,6.44012424014415e-07,1.56125628926587e-05,"F","M","MF","SG-020.SG-014"
"516","SG-020","SG-015",0.548920439195036,0.655249159031104,0.758575179638436,"F","F","FF","SG-020.SG-015"
"517","SG-020","SG-016",0.00144741931910462,0.0228646008556395,0.170615768668107,"F","F","FF","SG-020.SG-016"
